date,competition,home_team,score,away_team,venue
2025-06-06,Friendly,Republic of Ireland,1-1,Senegal,"Dublin, Ireland"
2025-06-10,Friendly,England,1-3,Senegal,"Nottingham, England"
2020-10-09,Friendly,Nigeria,0-1,Algeria,"Sankt Veit an der Glan, Austria"
2020-11-12,2021 AFCON qualification,Algeria,3-1,Zimbabwe,"Algiers, Algeria"
2020-11-16,2021 AFCON qualification,Zimbabwe,2-2,Algeria,"Harare, Zimbabwe"
2021-03-25,2021 AFCON qualification,Zambia,3-3,Algeria,"Lusaka, Zambia"
2021-03-29,2021 AFCON qualification,Algeria,5-0,Botswana,"Blida, Algeria"
2021-06-03,Friendly,Algeria,4-1,Mauritania,"Blida, Algeria"
2021-06-06,Friendly,Algeria,1-0,Mali,"Blida, Algeria"
2021-09-02,2022 FIFA WC qualification,Algeria,8-0,Djibouti,"Blida, Algeria"
2021-09-07,2022 FIFA WC qualification,Burkina Faso,1-1,Algeria,"Marrakesh, Morocco"
2021-10-08,2022 FIFA WC qualification,Algeria,6-1,Niger,"Blida, Algeria"
2021-10-12,2022 FIFA WC qualification,Niger,0-4,Algeria,"Niamey, Niger"
2021-11-12,2022 FIFA WC qualification,Djibouti,0-4,Algeria,"Cairo, Egypt"
2021-11-16,2022 FIFA WC qualification,Algeria,2-2,Burkina Faso,"Blida, Algeria"
2021-12-01,2021 FIFA Arab Cup,Algeria,4-0,Sudan,"Al Rayyan, Qatar"
2021-12-04,2021 FIFA Arab Cup,Lebanon,0-2,Algeria,"Al Wakrah, Qatar"
2022-01-05,Friendly,Algeria,3-0,Ghana,"Al Rayyan, Qatar"
2022-01-11,2021 AFCON GS,Algeria,0-0,Sierra Leone,"Douala, Cameroon"
2022-01-16,2021 AFCON GS,Algeria,0-1,Equatorial Guinea,"Douala, Cameroon"
2022-03-25,2022 FIFA WC qualification,Cameroon,0-1,Algeria,"Douala, Cameroon"
2022-03-29,2022 FIFA WC qualification,Algeria,1-2,Cameroon,"Blida, Algeria"
2022-06-04,2023 AFCON qualification,Algeria,2-0,Uganda,"Algiers, Algeria"
2022-06-08,2023 AFCON qualification,Tanzania,0-2,Algeria,"Dar es Salaam, Tanzania"
2022-09-23,Friendly,Algeria,1-0,Guinea,"Oran, Algeria"
2022-09-27,Friendly,Algeria,2-1,Nigeria,"Oran, Algeria"
2022-11-16,Friendly,Algeria,1-1,Mali,"Oran, Algeria"
2022-12-17,Friendly,Algeria,2-2,Senegal,"Annaba, Algeria"
2023-03-23,2023 AFCON qualification,Algeria,2-1,Niger,"Algiers, Algeria"
2023-03-27,2023 AFCON qualification,Niger,0-1,Algeria,"Tunis, Tunisia"
2023-06-18,2023 AFCON qualification,Uganda,1-2,Algeria,"Douala, Cameroon"
2023-09-07,2023 AFCON qualification,Algeria,0-0,Tanzania,"Annaba, Algeria"
2023-11-16,2026 FIFA WC qualification,Algeria,3-1,Somalia,"Algiers, Algeria"
2023-11-19,2026 FIFA WC qualification,Mozambique,0-2,Algeria,"Maputo, Mozambique"
2024-01-05,Friendly,Togo,0-3,Algeria,"Lomé, Togo"
2024-01-09,Friendly,Burundi,0-4,Algeria,"Lomé, Togo"
2024-01-15,2023 Africa Cup of Nations GS,Algeria,1-1,Angola,"Bouaké, Ivory Coast"
2024-01-20,2023 Africa Cup of Nations GS,Algeria,2-2,Burkina Faso,"Bouaké, Ivory Coast"
2024-01-23,2023 Africa Cup of Nations GS,Mauritania,1-0,Algeria,"Bouaké, Ivory Coast"
2024-03-22,2024 FIFA World Series,Algeria,3-2,Bolivia,"Algiers, Algeria"
2024-06-06,2026 FIFA WC qualification,Algeria,1-2,Guinea,"Algiers, Algeria"
2024-06-10,2026 FIFA WC qualification,Uganda,1-2,Algeria,"Kampala, Uganda"
2024-09-05,2025 AFCON qualification,Algeria,2-0,Equatorial Guinea,"Oran, Algeria"
2024-09-10,2025 AFCON qualification,Liberia,0-3,Algeria,Monrovia
2024-10-10,2025 AFCON qualification,Algeria,5-1,Togo,"Annaba, Algeria"
2024-10-15,2025 AFCON qualification,Togo,0-1,Algeria,"Lomé, Togo"
2024-11-14,2025 AFCON qualification,Equatorial Guinea,0-0,Algeria,"Malabo, Equatorial Guinea"
2024-11-17,2025 AFCON qualification,Algeria,5-1,Liberia,"Tizi Ouzou, Algeria"
2025-03-21,2026 FIFA WC qualification,Botswana,1-3,Algeria,"Francistown, Botswana"
2025-03-25,2026 FIFA WC qualification,Algeria,5-1,Mozambique,"Tizi Ouzou, Algeria"
2025-06-05,Friendly,Algeria,2-0,Rwanda,"Constantine, Algeria"
2025-09-04,2026 FIFA WC qualification,Algeria,3-1,Botswana,"Tizi Ouzou, Algeria"
2025-09-08,2026 FIFA WC qualification,Guinea,0-0,Algeria,"Casablanca, Morocco"
2025-10-09,2026 FIFA WC qualification,Somalia,0-3,Algeria,"Oran, Algeria"
2025-10-14,2026 FIFA WC qualification,Algeria,2-1,Uganda,"Tizi Ouzou, Algeria"
2025-11-13,Friendly,Algeria,3-1,Zimbabwe,"Jeddah, Saudi Arabia"
2025-12-03,2025 FIFA Arab Cup,Algeria,0-0,Sudan,"Al Rayyan, Qatar"
2025-12-06,2025 FIFA Arab Cup,Bahrain,1-5,Algeria,"Doha, Qatar"
2025-12-24,2025 AFCON GS,Algeria,3-0,Sudan,"Rabat, Morocco"
2025-12-28,2025 AFCON GS,Algeria,1-0,Burkina Faso,"Rabat, Morocco"
2025-12-31,2025 AFCON GS,Equatorial Guinea,1-3,Algeria,"Rabat, Morocco"
2026-01-06,2025 Africa Cup of Nations - Round of 16,Algeria,1-0,DR Congo,"Rabat, Morocco"
2026-01-10,2025 Africa Cup of Nations - Quarter-finals,Algeria,0-2,Nigeria,"Marrakesh, Morocco"
2026-03-27,Friendly,Algeria,7-0,Guatemala,"Genoa, Italy"
2020-10-13,2022 FIFA World Cup qualification,Bolivia,1-2,Argentina,"Estadio Hernando Siles, La Paz"
2020-11-17,2022 FIFA World Cup qualification,Peru,0-2,Argentina,"Estadio Nacional, Lima"
2021-06-03,2022 FIFA World Cup qualification,Argentina,1-1,Chile,"Estadio Único Madre de Ciudades, Santiago del Estero"
2021-06-08,2022 FIFA World Cup qualification,Colombia,2-2,Argentina,"Estadio Metropolitano, Barranquilla"
2021-06-14,2021 Copa América,Argentina,1-1,Chile,"Estádio Olímpico Nilton Santos, Rio de Janeiro"
2021-06-21,2021 Copa América,Argentina,1-0,Paraguay,"Estádio Nacional Mané Garrincha, Brasília"
2021-06-28,2021 Copa América,Argentina,4-1,Bolivia,"Arena Pantanal, Cuiabá"
2021-07-03,2021 Copa América,Argentina,3-0,Ecuador,"Estádio Olímpico Pedro Ludovico, Goiânia"
2021-07-06,2021 Copa América,Argentina,1-1,Colombia,"Estádio Nacional Mané Garrincha, Brasília"
2021-07-10,2021 Copa América,Argentina,1-0,Brazil,"Maracanã Stadium, Rio de Janeiro"
2021-09-02,2022 FIFA World Cup qualification,Venezuela,1-3,Argentina,"Olympic Stadium, Caracas"
2021-09-09,2022 FIFA World Cup qualification,Argentina,3-0,Bolivia,"Estadio Monumental, Buenos Aires"
2021-10-14,2022 FIFA World Cup qualification,Argentina,1-0,Peru,"Estadio Monumental, Buenos Aires"
2022-01-27,2022 FIFA World Cup qualification,Chile,1-2,Argentina,"Estadio Zorros del Desierto, Calama"
2022-02-01,2022 FIFA World Cup qualification,Argentina,1-0,Colombia,"Estadio Mario Alberto Kempes, Córdoba"
2022-03-25,2022 FIFA World Cup qualification,Argentina,3-0,Venezuela,"La Bombonera, Buenos Aires"
2022-06-01,2022 Finalissima,Argentina,3-0,Italy,"Wembley Stadium, London"
2022-06-05,Friendly,Argentina,5-0,Estonia,"El Sadar Stadium, Pamplona"
2022-09-23,Friendly,Argentina,3-0,Honduras,"Hard Rock Stadium, Miami Gardens"
2022-09-27,Friendly,Argentina,3-0,Jamaica,"Red Bull Arena, Harrison"
2022-11-16,Friendly,United Arab Emirates,0-5,Argentina,"Mohammed bin Zayed Stadium, Abu Dhabi"
2022-11-30,2022 FIFA World Cup,Argentina,2-0,Poland,"Stadium 974, Doha"
2022-12-09,2022 FIFA World Cup,Argentina,2-2,Netherlands,"Lusail Iconic Stadium, Lusail"
2022-12-13,2022 FIFA World Cup,Argentina,3-0,Croatia,"Lusail Iconic Stadium, Lusail"
2023-03-23,Friendly,Argentina,2-0,Panama,"Estadio Monumental, Buenos Aires"
2023-06-19,Friendly,Indonesia,0-2,Argentina,"Gelora Bung Karno Stadium, Jakarta"
2023-09-12,2026 FIFA World Cup qualification,Bolivia,0-3,Argentina,"Estadio Hernando Siles, La Paz"
2023-10-17,2026 FIFA World Cup Qualification,Peru,0-2,Argentina,"Estadio Nacional, Lima"
2024-03-22,Friendly,Argentina,3-0,El Salvador,"Lincoln Financial Field, Philadelphia"
2024-03-26,Friendly,Argentina,3-1,Costa Rica,"Los Angeles Memorial Coliseum, Los Angeles"
2024-06-09,Friendly,Argentina,1-0,Ecuador,"Soldier Field, Chicago"
2024-06-14,Friendly,Argentina,4-1,Guatemala,"Commanders Field, Landover"
2024-06-25,2024 Copa América,Chile,0-1,Argentina,"MetLife Stadium, East Rutherford"
2024-06-29,2024 Copa América,Argentina,2-0,Peru,"Hard Rock Stadium, Miami Gardens"
2024-07-14,2024 Copa América,Argentina,1-0,Colombia,"Hard Rock Stadium, Miami Gardens"
2024-09-05,2026 FIFA World Cup qualification,Argentina,3-0,Chile,"Estadio Más Monumental, Buenos Aires"
2024-09-10,2026 FIFA World Cup qualification,Colombia,2-1,Argentina,"Estadio Metropolitano Roberto Meléndez, Barranquilla"
2024-10-10,2026 FIFA World Cup qualification,Venezuela,1-1,Argentina,"Estadio Monumental, Maturín"
2024-10-15,2026 FIFA World Cup qualification,Argentina,6-0,Bolivia,"Más Monumental, Buenos Aires"
2024-11-19,2026 FIFA World Cup qualification,Argentina,1-0,Peru,"La Bombonera, Buenos Aires"
2025-06-05,2026 FIFA World Cup qualification,Chile,0-1,Argentina,"Estadio Nacional Julio Martínez Prádanos, Santiago"
2025-06-10,2026 FIFA World Cup qualification,Argentina,1-1,Colombia,"Estadio Monumental, Buenos Aires"
2025-09-04,2026 FIFA World Cup qualification,Argentina,3-0,Venezuela,"Estadio Monumental, Buenos Aires"
2025-10-10,Friendly,Argentina,1-0,Venezuela,"Hard Rock Stadium, Miami Gardens"
2025-10-13,Friendly,Argentina,6-0,Puerto Rico,"Chase Stadium, Fort Lauderdale"
2025-11-14,Friendly,Angola,0-2,Argentina,"Estádio 11 de Novembro, Luanda"
2026-03-27,Friendly,Argentina,2-1,Mauritania,"La Bombonera, Buenos Aires"
2020-09-07,Nations League,Austria,2-3,Romania,"Klagenfurt, Austria"
2020-10-07,Friendly,Austria,2-1,Greece,"Klagenfurt, Austria"
2020-10-11,Nations League,Northern Ireland,0-1,Austria,"Belfast, Northern Ireland"
2020-10-14,Nations League,Romania,0-1,Austria,"Ploiești, Romania"
2020-11-11,Friendly,Luxembourg,0-3,Austria,"Luxembourg City, Luxembourg"
2020-11-15,Nations League,Austria,2-1,Northern Ireland,"Vienna, Austria"
2021-03-28,2022 World Cup qualification,Austria,3-1,Faroe Islands,"Vienna, Austria"
2021-03-31,2022 World Cup qualification,Austria,0-4,Denmark,"Vienna, Austria"
2021-06-02,Friendly,England,1-0,Austria,"Middlesbrough, England"
2021-06-06,Friendly,Austria,0-0,Slovakia,"Vienna, Austria"
2021-06-13,UEFA Euro 2020 Group C,Austria,3-1,North Macedonia,"Bucharest, Romania"
2021-06-21,UEFA Euro 2020 Group C,Ukraine,0-1,Austria,"Bucharest, Romania"
2021-06-26,Euro 2020 Round of 16,Italy,2-1,Austria,"London, England"
2021-09-01,2022 World Cup qualification,Moldova,0-2,Austria,"Chișinău, Moldova"
2021-09-04,2022 World Cup qualification,Israel,5-2,Austria,"Haifa, Israel"
2021-10-09,2022 World Cup qualification,Faroe Islands,0-2,Austria,"Tórshavn, Faroe Islands"
2021-10-12,2022 World Cup qualification,Denmark,1-0,Austria,"Copenhagen, Denmark"
2021-11-12,2022 World Cup qualification,Austria,4-2,Israel,"Klagenfurt, Austria"
2021-11-15,2022 World Cup qualification,Austria,4-1,Moldova,"Klagenfurt, Austria"
2022-03-24,2022 World Cup qualification,Wales,2-1,Austria,"Cardiff, Wales"
2022-06-03,Nations League,Croatia,0-3,Austria,"Osijek, Croatia"
2022-06-06,Nations League,Austria,1-2,Denmark,"Vienna, Austria"
2022-06-13,Nations League,Denmark,2-0,Austria,"Copenhagen, Denmark"
2022-09-25,Nations League,Austria,1-3,Croatia,"Vienna, Austria"
2022-11-16,Friendly,Andorra,0-1,Austria,"Málaga, Spain"
2022-11-20,Friendly,Austria,2-0,Italy,"Vienna, Austria"
2023-03-24,UEFA Euro 2024 qualifying,Austria,4-1,Azerbaijan,"Linz, Austria"
2023-03-27,UEFA Euro 2024 qualifying,Austria,2-1,Estonia,"Linz, Austria"
2023-09-07,Friendly,Austria,1-1,Moldova,"Linz, Austria"
2023-10-16,UEFA Euro 2024 qualifying,Azerbaijan,0-1,Austria,"Baku, Azerbaijan"
2023-11-16,UEFA Euro 2024 qualifying,Estonia,0-2,Austria,"Tallinn, Estonia"
2024-03-23,Friendly,Slovakia,0-2,Austria,"Bratislava, Slovakia"
2024-06-04,Friendly,Austria,2-1,Serbia,"Vienna, Austria"
2024-06-21,UEFA Euro 2024 Group D,Poland,1-3,Austria,"Berlin, Germany"
2024-09-06,Nations League,Slovenia,1-1,Austria,"Ljubljana, Slovenia"
2024-10-10,Nations League,Austria,4-0,Kazakhstan,"Linz, Austria"
2024-11-14,Nations League,Kazakhstan,0-2,Austria,"Almaty, Kazakhstan"
2024-11-17,Nations League,Austria,1-1,Slovenia,"Vienna, Austria"
2025-03-20,Nations League promotion play-offs,Austria,1-1,Serbia,"Vienna, Austria"
2025-03-23,Nations League promotion play-offs,Serbia,2-0,Austria,"Belgrade, Serbia"
2025-06-07,2026 World Cup qualification,Austria,2-1,Romania,"Vienna, Austria"
2025-06-10,2026 World Cup qualification,San Marino,0-4,Austria,"Serravalle, San Marino"
2025-09-06,2026 World Cup qualification,Austria,1-0,Cyprus,"Linz, Austria"
2025-10-09,2026 World Cup qualification,Austria,10-0,San Marino,"Vienna, Austria"
2025-10-12,2026 World Cup qualification,Romania,1-0,Austria,"Bucharest, Romania"
2025-11-15,2026 World Cup qualification,Cyprus,0-2,Austria,"Limassol, Cyprus"
2026-03-27,Friendly,Austria,5-1,Ghana,"Vienna, Austria"
2020-11-16,Friendly,Jordan,1-0,Syria,"Sharjah, United Arab Emirates"
2021-02-01,Friendly,Jordan,2-0,Tajikistan,"Dubai, United Arab Emirates"
2021-02-05,Friendly,Jordan,0-1,Tajikistan,"Dubai, United Arab Emirates"
2021-02-15,Friendly,Uzbekistan,2-0,Jordan,"Dubai, United Arab Emirates"
2021-03-20,Friendly,Jordan,0-0,Oman,"Dubai, United Arab Emirates"
2021-03-24,Friendly,Jordan,1-0,Lebanon,"Dubai, United Arab Emirates"
2021-03-30,Friendly,Bahrain,1-2,Jordan,"Riffa, Bahrain"
2021-05-24,Friendly,Jordan,1-5,United Arab Emirates,"Dubai, United Arab Emirates"
2021-05-31,Friendly,Jordan,1-1,Vietnam,"Sharjah, United Arab Emirates"
2021-06-07,2022 World Cup qualification second round,Nepal,0-3,Jordan,"Kuwait City, Kuwait"
2021-06-11,2022 World Cup qualification second round,Kuwait,0-0,Jordan,"Kuwait City, Kuwait"
2021-06-21,2021 Arab Cup qualification,Jordan,3-0,South Sudan,"Doha, Qatar"
2021-09-07,Friendly,Bahrain,1-2,Jordan,"Riffa, Bahrain"
2021-10-06,Friendly,Jordan,4-0,Malaysia,"Amman, Jordan"
2021-10-12,Friendly,Jordan,3-0,Uzbekistan,"Amman, Jordan"
2021-11-10,Friendly,Kosovo,0-2,Jordan,"Pristina, Kosovo"
2021-11-16,Friendly,Belarus,1-0,Jordan,"Minsk, Belarus"
2021-12-07,2021 Arab Cup Group C,Jordan,5-1,Palestine,"Doha, Qatar"
2022-01-28,Friendly,Jordan,3-1,New Zealand,"Abu Dhabi, United Arab Emirates"
2022-01-31,Friendly,Jordan,2-1,South Sudan,"Dubai, United Arab Emirates"
2022-05-28,Friendly,India,0-2,Jordan,"Doha, Qatar"
2022-06-08,2023 Asian Cup qualification third round,Jordan,2-0,Nepal,"Kuwait City, Kuwait"
2022-06-11,2023 Asian Cup qualification third round,Indonesia,0-1,Jordan,"Kuwait City, Kuwait"
2022-06-14,2023 Asian Cup qualification third round,Jordan,3-0,Kuwait,"Kuwait City, Kuwait"
2022-09-23,Jordan International Tournament semi-finals,Jordan,2-0,Syria,"Amman, Jordan"
2022-09-26,Jordan International Tournament final,Jordan,1-0,Oman,"Amman, Jordan"
2023-03-28,Friendly,Jordan,4-0,Philippines,"Al Wakrah, Qatar"
2023-06-16,Friendly,Serbia,3-2,Jordan,"Vienna, Austria"
2023-06-19,Friendly,Jamaica,1-2,Jordan,"Wiener Neustadt, Austria"
2023-09-12,Friendly,Azerbaijan,2-1,Jordan,"Baku, Azerbaijan"
2023-10-16,Jordan International Tournament third place,Jordan,2-2,Iraq,"Amman, Jordan"
2023-11-16,2026 World Cup qualification second round,Tajikistan,1-1,Jordan,"Dushanbe, Tajikistan"
2023-12-28,Friendly,Lebanon,2-1,Jordan,"Tripoli, Lebanon"
2024-01-15,2023 Asian Cup Group E,Malaysia,0-4,Jordan,"Al Wakrah, Qatar"
2024-01-25,2023 Asian Cup Group E,Jordan,0-1,Bahrain,"Al Rayyan, Qatar"
2024-02-02,2023 Asian Cup quarter-finals,Tajikistan,0-1,Jordan,"Al Rayyan, Qatar"
2024-03-21,2026 World Cup qualification second round,Pakistan,0-3,Jordan,"Islamabad, Pakistan"
2024-03-26,2026 World Cup qualification second round,Jordan,7-0,Pakistan,"Amman, Jordan"
2024-06-06,2026 World Cup qualification second round,Jordan,3-0,Tajikistan,"Amman, Jordan"
2024-08-27,Friendly,Jordan,0-0,North Korea,"Amman, Jordan"
2024-08-29,Friendly,Jordan,2-1,North Korea,"Amman, Jordan"
2024-09-05,2026 World Cup qualification third round,Jordan,1-1,Kuwait,"Amman, Jordan"
2024-09-10,2026 World Cup qualification third round,Palestine,1-3,Jordan,"Kuala Lumpur, Malaysia"
2024-10-15,2026 World Cup qualification third round,Jordan,4-0,Oman,"Amman, Jordan"
2024-11-19,2026 World Cup qualification third round,Kuwait,1-1,Jordan,"Kuwait City, Kuwait"
2025-01-27,Friendly,Uzbekistan,0-0,Jordan,"Al Rayyan, Qatar"
2025-03-14,Friendly,Jordan,1-1,North Korea,"Amman, Jordan"
2025-03-20,2026 World Cup qualification third round,Jordan,3-1,Palestine,"Amman, Jordan"
2025-05-30,Friendly,Saudi Arabia,2-0,Jordan,"Dammam, Saudi Arabia"
2025-06-05,2026 World Cup qualification third round,Oman,0-3,Jordan,"Muscat, Oman"
2025-09-04,Friendly,Russia,0-0,Jordan,"Moscow, Russia"
2025-09-09,Friendly,Jordan,3-0,Dominican Republic,"Amman, Jordan"
2025-10-10,Friendly,Jordan,0-1,Bolivia,"Istanbul, Türkiye"
2025-10-14,Friendly,Albania,4-2,Jordan,"Tirana, Albania"
2025-11-18,Friendly,Jordan,0-0,Mali,"Tunis, Tunisia"
2025-12-03,2025 Arab Cup Group C,Jordan,2-1,United Arab Emirates,"Al Khor, Qatar"
2025-12-06,2025 Arab Cup Group C,Kuwait,1-3,Jordan,"Al Rayyan, Qatar"
2025-12-15,2025 Arab Cup semi-finals,Saudi Arabia,0-1,Jordan,"Al Khor, Qatar"
2026-03-27,2026 Jordan International Tournament,Jordan,2-2,Costa Rica,"Antalya, Türkiye"
2026-03-31,2026 Jordan International Tournament,Jordan,2-2,Nigeria,"Antalya, Türkiye"
2020-10-09,2022 FIFA World Cup qualification,Colombia,3-0,Venezuela,"Estadio Metropolitano, Barranquilla"
2020-10-13,2022 FIFA World Cup qualification,Chile,2-2,Colombia,"Estadio Nacional, Santiago"
2021-06-03,2022 FIFA World Cup qualification,Peru,0-3,Colombia,"Estadio Nacional, Lima"
2021-06-13,2021 Copa América,Colombia,1-0,Ecuador,"Arena Pantanal, Cuiabá"
2021-06-17,2021 Copa América,Colombia,0-0,Venezuela,"Estádio Olímpico Pedro Ludovico, Goiânia"
2021-06-20,2021 Copa América,Colombia,1-2,Peru,"Estádio Olímpico Pedro Ludovico, Goiânia"
2021-06-23,2021 Copa América,Colombia,1-2,Brazil,"Estádio Olímpico Nilton Santos, Rio de Janeiro"
2021-07-03,2021 Copa América,Colombia,0-0,Uruguay,"Estádio Nacional Mané Garrincha, Brasília"
2021-07-06,2021 Copa América,Colombia,1-1,Argentina,"Estádio Nacional Mané Garrincha, Brasília"
2021-07-09,2021 Copa América,Colombia,3-2,Peru,"Estádio Nacional Mané Garrincha, Brasília"
2021-09-02,2022 FIFA World Cup qualification,Bolivia,1-1,Colombia,"Estadio Hernando Siles, La Paz"
2021-09-09,2022 FIFA World Cup qualification,Colombia,3-1,Chile,"Estadio Metropolitano, Barranquilla"
2022-01-16,Friendly,Colombia,2-1,Honduras,"DRV PNK Stadium, Fort Lauderdale"
2022-01-28,2022 FIFA World Cup qualification,Colombia,0-1,Peru,"Estadio Metropolitano, Barranquilla"
2022-03-24,2022 FIFA World Cup qualification,Colombia,3-0,Bolivia,"Estadio Metropolitano, Barranquilla"
2022-03-29,2022 FIFA World Cup qualification,Venezuela,0-1,Colombia,"Polideportivo Cachamay, Ciudad Guayana"
2022-06-05,Friendly,Colombia,1-0,Saudi Arabia,"Estadio Nueva Condomina, Murcia"
2022-09-24,Friendly,Colombia,4-1,Guatemala,"Red Bull Arena, Harrison"
2022-09-27,Friendly,Colombia,3-2,Mexico,"Levi's Stadium, Santa Clara"
2023-09-07,2026 FIFA World Cup qualification,Colombia,1-0,Venezuela,"Estadio Metropolitano, Barranquilla"
2023-09-12,2026 FIFA World Cup qualification,Chile,0-0,Colombia,"Estadio Monumental David Arellano, Santiago"
2023-12-10,Friendly,Colombia,1-0,Venezuela,"DRV PNK Stadium, Fort Lauderdale"
2023-12-16,Friendly,Colombia,3-2,Mexico,"Los Angeles Memorial Coliseum, Los Angeles"
2024-03-22,Friendly,Colombia,1-0,Spain,"London Stadium, London"
2024-03-26,Friendly,Colombia,3-2,Romania,"Metropolitano Stadium, Madrid"
2024-06-15,Friendly,Colombia,3-0,Bolivia,"Empower Field at Mile High, Denver"
2024-06-28,2024 Copa América,Colombia,3-0,Costa Rica,"State Farm Stadium, Glendale"
2024-07-02,2024 Copa América,Colombia,1-1,Brazil,"Levi's Stadium, Santa Clara"
2024-07-06,2024 Copa América,Colombia,5-0,Panama,"State Farm Stadium, Glendale"
2024-07-10,2024 Copa América,Colombia,1-0,Uruguay,"Bank of America Stadium, Charlotte"
2024-07-14,2024 Copa América,Colombia,0-1,Argentina,"Hard Rock Stadium, Miami Gardens"
2024-09-06,2026 FIFA World Cup qualification,Peru,1-1,Colombia,"Estadio Nacional, Lima"
2024-10-10,2026 FIFA World Cup qualification,Bolivia,1-0,Colombia,"Estadio Municipal de El Alto, El Alto"
2024-10-15,2026 FIFA World Cup qualification,Colombia,4-0,Chile,"Estadio Metropolitano, Barranquilla"
2025-06-06,2026 FIFA World Cup qualification,Colombia,0-0,Peru,"Estadio Metropolitano, Barranquilla"
2025-09-04,2026 FIFA World Cup qualification,Colombia,3-0,Bolivia,"Estadio Metropolitano Roberto Meléndez, Barranquilla"
2025-09-09,2026 FIFA World Cup qualification,Venezuela,3-6,Colombia,"Estadio Monumental, Maturín"
2025-10-11,Friendly,Colombia,4-0,Mexico,"AT&T Stadium, Arlington"
2025-11-15,Friendly,Colombia,2-1,New Zealand,"Chase Stadium, Fort Lauderdale"
2026-03-26,Friendly,Colombia,1-2,Croatia,"Camping World Stadium, Orlando"
2020-10-09,Friendly,Burkina Faso,3-0,DR Congo,"El Jadida, Morocco"
2020-11-14,2021 AFCONQ,DR Congo,0-0,Angola,"Kinshasa, DR Congo"
2020-11-17,2021 AFCONQ,Angola,0-1,DR Congo,"Luanda, Angola"
2021-01-17,2020 CHAN GS,DR Congo,1-0,Congo,"Douala, Cameroon"
2021-01-21,2020 CHAN GS,Libya,1-1,DR Congo,"Douala, Cameroon"
2021-01-25,2020 CHAN GS,Niger,1-2,DR Congo,"Yaoundé, Cameroon"
2021-01-30,2020 CHAN,DR Congo,1-2,Cameroon,"Douala, Cameroon"
2021-03-25,2021 AFCONQ,Gabon,3-0,DR Congo,"Franceville, Gabon"
2021-03-29,2021 AFCONQ,DR Congo,1-0,Gambia,"Kinshasa, DR Congo"
2021-06-11,Friendly,DR Congo,1-1,Mali,"Tunis, Tunisia"
2021-09-02,2022 World Cup qualification,DR Congo,1-1,Tanzania,"Lubumbashi, DR Congo"
2021-09-06,2022 World Cup qualification,Benin,1-1,DR Congo,"Cotonou, Benin"
2021-10-07,2022 World Cup qualification,DR Congo,2-0,Madagascar,"Kinshasa, DR Congo"
2021-10-10,2022 World Cup qualification,Madagascar,1-0,DR Congo,"Antananarivo, Madagascar"
2021-11-11,2022 World Cup qualification,Tanzania,0-3,DR Congo,"Dar es Salaam, Tanzania"
2021-11-14,2022 World Cup qualification,DR Congo,2-0,Benin,"Kinshasa, DR Congo"
2022-02-01,Friendly,Bahrain,1-0,DR Congo,"Riffa, Bahrain"
2022-06-04,2023 AFCON Q,DR Congo,0-1,Gabon,"Kinshasa, DR Congo"
2022-06-08,2023 AFCON Q,Sudan,2-1,DR Congo,"Omdurman, Sudan"
2022-09-23,Friendly,DR Congo,0-1,Burkina Faso,"Casablanca, Morocco"
2022-09-27,Friendly,DR Congo,3-0,Sierra Leone,"Casablanca, Morocco"
2023-01-07,Friendly,DR Congo,3-1,Libya,"Tunis, Tunisia"
2023-01-10,Friendly,DR Congo,0-1,Mali,"Tunis, Tunisia"
2023-03-24,2023 AFCON qualification,DR Congo,3-1,Mauritania,"Lubumbashi, DR Congo"
2023-03-28,2023 AFCON qualification,Mauritania,0-3,DR Congo,"Nouakchott, Mauritania"
2023-06-14,Friendly,DR Congo,1-0,Uganda,"Douala, Cameroon"
2023-06-18,2023 AFCON qualification,Gabon,0-2,DR Congo,"Franceville, Gabon"
2023-09-09,2023 AFCON qualification,DR Congo,2-0,Sudan,"Kinshasa, DR Congo"
2023-10-17,Friendly,Angola,0-0,DR Congo,"Lisbon, Portugal"
2023-11-15,2026 World Cup qualification,DR Congo,2-0,Mauritania,"Kinshasa, DR Congo"
2023-11-19,2026 World Cup qualification,Sudan,1-0,DR Congo,"Benina, Libya"
2024-01-06,Friendly,DR Congo,0-0,Angola,"Dubai, United Arab Emirates"
2024-01-10,Friendly,DR Congo,1-2,Burkina Faso,"Abu Dhabi, United Arab Emirates"
2024-01-17,2023 Africa Cup of Nations,DR Congo,1-1,Zambia,"San-Pédro, Ivory Coast"
2024-01-24,2023 Africa Cup of Nations,Tanzania,0-0,DR Congo,"Korhogo, Ivory Coast"
2024-02-02,2023 AFCON QF,DR Congo,3-1,Guinea,"Abidjan, Ivory Coast"
2024-02-07,2023 AFCON SF,Ivory Coast,1-0,DR Congo,"Abidjan, Ivory Coast"
2024-06-09,2026 FIFA WC Qualifier,DR Congo,1-0,Togo,"Kinshasa, DR Congo"
2024-09-06,2025 AFCON qualification,DR Congo,1-0,Guinea,"Kinshasa, DR Congo"
2024-09-09,2025 AFCON qualification,Ethiopia,0-2,DR Congo,"Dar es Salaam, Tanzania"
2024-10-10,2025 AFCON qualification,DR Congo,1-0,Tanzania,"Kinshasa, DR Congo"
2024-10-15,2025 AFCON qualification,Tanzania,0-2,DR Congo,"Dar es Salaam, Tanzania"
2024-11-16,2025 AFCON qualification,Guinea,1-0,DR Congo,"Abidjan, Ivory Coast"
